stateA,stateB,Direction,Value,A_state,A_long,A_lat,B_state,B_long,B_lat
Minnesota,South Dakota,out-mover,4396,Minnesota,-94.3053,46.2807,South Dakota,-100.2263,44.4443
Mississippi,South Dakota,in-mover,0,Mississippi,-89.6678,32.7364,South Dakota,-100.2263,44.4443
Mississippi,South Dakota,out-mover,81,Mississippi,-89.6678,32.7364,South Dakota,-100.2263,44.4443
Missouri,South Dakota,in-mover,650,Missouri,-92.458,38.3566,South Dakota,-100.2263,44.4443
Missouri,South Dakota,out-mover,392,Missouri,-92.458,38.3566,South Dakota,-100.2263,44.4443
Montana,South Dakota,in-mover,308,Montana,-109.6333,47.0527,South Dakota,-100.2263,44.4443
Montana,South Dakota,out-mover,436,Montana,-109.6333,47.0527,South Dakota,-100.2263,44.4443
Nebraska,South Dakota,in-mover,2219,Nebraska,-99.7951,41.5378,South Dakota,-100.2263,44.4443
Nebraska,South Dakota,out-mover,2531,Nebraska,-99.7951,41.5378,South Dakota,-100.2263,44.4443
Nevada,South Dakota,in-mover,446,Nevada,-116.6312,39.3289,South Dakota,-100.2263,44.4443
Nevada,South Dakota,out-mover,165,Nevada,-116.6312,39.3289,South Dakota,-100.2263,44.4443
New Hampshire,South Dakota,in-mover,70,New Hampshire,-71.5811,43.6805,South Dakota,-100.2263,44.4443
New Hampshire,South Dakota,out-mover,40,New Hampshire,-71.5811,43.6805,South Dakota,-100.2263,44.4443
New Jersey,South Dakota,in-mover,78,New Jersey,-74.6728,40.1907,South Dakota,-100.2263,44.4443
New Jersey,South Dakota,out-mover,104,New Jersey,-74.6728,40.1907,South Dakota,-100.2263,44.4443
New Mexico,South Dakota,in-mover,39,New Mexico,-106.1126,34.4071,South Dakota,-100.2263,44.4443
New Mexico,South Dakota,out-mover,192,New Mexico,-106.1126,34.4071,South Dakota,-100.2263,44.4443
New York,South Dakota,in-mover,210,New York,-75.5268,42.9538,South Dakota,-100.2263,44.4443
New York,South Dakota,out-mover,159,New York,-75.5268,42.9538,South Dakota,-100.2263,44.4443
North Carolina,South Dakota,in-mover,545,North Carolina,-79.3877,35.5557,South Dakota,-100.2263,44.4443
North Carolina,South Dakota,out-mover,258,North Carolina,-79.3877,35.5557,South Dakota,-100.2263,44.4443
North Dakota,South Dakota,in-mover,1977,North Dakota,-100.4659,47.4501,South Dakota,-100.2263,44.4443
North Dakota,South Dakota,out-mover,1896,North Dakota,-100.4659,47.4501,South Dakota,-100.2263,44.4443
Ohio,South Dakota,in-mover,236,Ohio,-82.7937,40.2862,South Dakota,-100.2263,44.4443
Ohio,South Dakota,out-mover,207,Ohio,-82.7937,40.2862,South Dakota,-100.2263,44.4443
Oklahoma,South Dakota,in-mover,294,Oklahoma,-97.4943,35.5889,South Dakota,-100.2263,44.4443
Oklahoma,South Dakota,out-mover,144,Oklahoma,-97.4943,35.5889,South Dakota,-100.2263,44.4443
Oregon,South Dakota,in-mover,323,Oregon,-120.5583,43.9336,South Dakota,-100.2263,44.4443
Oregon,South Dakota,out-mover,271,Oregon,-120.5583,43.9336,South Dakota,-100.2263,44.4443
Pennsylvania,South Dakota,in-mover,400,Pennsylvania,-77.7996,40.8781,South Dakota,-100.2263,44.4443
Pennsylvania,South Dakota,out-mover,97,Pennsylvania,-77.7996,40.8781,South Dakota,-100.2263,44.4443
Puerto Rico,South Dakota,in-mover,0,Puerto Rico,-66.43,18.222,South Dakota,-100.2263,44.4443
Puerto Rico,South Dakota,out-mover,262,Puerto Rico,-66.43,18.222,South Dakota,-100.2263,44.4443
Rhode Island,South Dakota,in-mover,24,Rhode Island,-71.5562,41.6762,South Dakota,-100.2263,44.4443
Rhode Island,South Dakota,out-mover,90,Rhode Island,-71.5562,41.6762,South Dakota,-100.2263,44.4443
South Carolina,South Dakota,in-mover,298,South Carolina,-80.8964,33.9169,South Dakota,-100.2263,44.4443
South Carolina,South Dakota,out-mover,385,South Carolina,-80.8964,33.9169,South Dakota,-100.2263,44.4443
South Dakota,South Dakota,in-mover,0,South Dakota,-100.2263,44.4443,South Dakota,-100.2263,44.4443
South Dakota,South Dakota,out-mover,0,South Dakota,-100.2263,44.4443,South Dakota,-100.2263,44.4443
Tennessee,South Dakota,in-mover,630,Tennessee,-86.3505,35.858,South Dakota,-100.2263,44.4443
Tennessee,South Dakota,out-mover,300,Tennessee,-86.3505,35.858,South Dakota,-100.2263,44.4443
Texas,South Dakota,in-mover,1403,Texas,-99.3312,31.4757,South Dakota,-100.2263,44.4443
Texas,South Dakota,out-mover,1241,Texas,-99.3312,31.4757,South Dakota,-100.2263,44.4443
Utah,South Dakota,in-mover,325,Utah,-111.6703,39.3055,South Dakota,-100.2263,44.4443
Utah,South Dakota,out-mover,340,Utah,-111.6703,39.3055,South Dakota,-100.2263,44.4443
Vermont,South Dakota,in-mover,141,Vermont,-72.6658,44.0687,South Dakota,-100.2263,44.4443
Vermont,South Dakota,out-mover,0,Vermont,-72.6658,44.0687,South Dakota,-100.2263,44.4443
Virginia,South Dakota,in-mover,239,Virginia,-78.8537,37.5215,South Dakota,-100.2263,44.4443
Virginia,South Dakota,out-mover,335,Virginia,-78.8537,37.5215,South Dakota,-100.2263,44.4443
Washington,South Dakota,in-mover,415,Washington,-120.4472,47.3826,South Dakota,-100.2263,44.4443
Washington,South Dakota,out-mover,429,Washington,-120.4472,47.3826,South Dakota,-100.2263,44.4443
West Virginia,South Dakota,in-mover,34,West Virginia,-80.6227,38.6409,South Dakota,-100.2263,44.4443
West Virginia,South Dakota,out-mover,26,West Virginia,-80.6227,38.6409,South Dakota,-100.2263,44.4443
Wisconsin,South Dakota,in-mover,479,Wisconsin,-89.9941,44.6243,South Dakota,-100.2263,44.4443
Wisconsin,South Dakota,out-mover,592,Wisconsin,-89.9941,44.6243,South Dakota,-100.2263,44.4443
Wyoming,South Dakota,in-mover,837,Wyoming,-107.5512,42.9957,South Dakota,-100.2263,44.4443
Wyoming,South Dakota,out-mover,1065,Wyoming,-107.5512,42.9957,South Dakota,-100.2263,44.4443
Alabama,Tennessee,in-mover,9476,Alabama,-86.8287,32.7794,Tennessee,-86.3505,35.858
Alabama,Tennessee,out-mover,8468,Alabama,-86.8287,32.7794,Tennessee,-86.3505,35.858
Alaska,Tennessee,in-mover,278,Alaska,-152.2782,64.0685,Tennessee,-86.3505,35.858
Alaska,Tennessee,out-mover,965,Alaska,-152.2782,64.0685,Tennessee,-86.3505,35.858
Arizona,Tennessee,in-mover,2165,Arizona,-111.6602,34.2744,Tennessee,-86.3505,35.858
Arizona,Tennessee,out-mover,2165,Arizona,-111.6602,34.2744,Tennessee,-86.3505,35.858
Arkansas,Tennessee,in-mover,4556,Arkansas,-92.4426,34.8938,Tennessee,-86.3505,35.858
Arkansas,Tennessee,out-mover,5518,Arkansas,-92.4426,34.8938,Tennessee,-86.3505,35.858
California,Tennessee,in-mover,6855,California,-119.4696,37.1841,Tennessee,-86.3505,35.858
California,Tennessee,out-mover,9493,California,-119.4696,37.1841,Tennessee,-86.3505,35.858
Colorado,Tennessee,in-mover,3159,Colorado,-105.5478,38.9972,Tennessee,-86.3505,35.858
Colorado,Tennessee,out-mover,3064,Colorado,-105.5478,38.9972,Tennessee,-86.3505,35.858
Connecticut,Tennessee,in-mover,492,Connecticut,-72.7273,41.6219,Tennessee,-86.3505,35.858
Connecticut,Tennessee,out-mover,1515,Connecticut,-72.7273,41.6219,Tennessee,-86.3505,35.858
Delaware,Tennessee,in-mover,189,Delaware,-75.505,38.9896,Tennessee,-86.3505,35.858
Delaware,Tennessee,out-mover,378,Delaware,-75.505,38.9896,Tennessee,-86.3505,35.858
Florida,Tennessee,in-mover,15678,Florida,-82.4497,28.6305,Tennessee,-86.3505,35.858
Florida,Tennessee,out-mover,20102,Florida,-82.4497,28.6305,Tennessee,-86.3505,35.858
Georgia,Tennessee,in-mover,17793,Georgia,-83.4426,32.6415,Tennessee,-86.3505,35.858
Georgia,Tennessee,out-mover,15385,Georgia,-83.4426,32.6415,Tennessee,-86.3505,35.858
Hawaii,Tennessee,in-mover,743,Hawaii,-156.3737,20.2927,Tennessee,-86.3505,35.858
Hawaii,Tennessee,out-mover,978,Hawaii,-156.3737,20.2927,Tennessee,-86.3505,35.858
Idaho,Tennessee,in-mover,411,Idaho,-114.613,44.3509,Tennessee,-86.3505,35.858
Idaho,Tennessee,out-mover,363,Idaho,-114.613,44.3509,Tennessee,-86.3505,35.858
Illinois,Tennessee,in-mover,5436,Illinois,-89.1965,40.0417,Tennessee,-86.3505,35.858
Illinois,Tennessee,out-mover,9468,Illinois,-89.1965,40.0417,Tennessee,-86.3505,35.858
Indiana,Tennessee,in-mover,4034,Indiana,-86.2816,39.8942,Tennessee,-86.3505,35.858
Indiana,Tennessee,out-mover,5833,Indiana,-86.2816,39.8942,Tennessee,-86.3505,35.858
Iowa,Tennessee,in-mover,1058,Iowa,-93.496,42.0751,Tennessee,-86.3505,35.858
Iowa,Tennessee,out-mover,716,Iowa,-93.496,42.0751,Tennessee,-86.3505,35.858
Kansas,Tennessee,in-mover,1389,Kansas,-98.3804,38.4937,Tennessee,-86.3505,35.858
Kansas,Tennessee,out-mover,1724,Kansas,-98.3804,38.4937,Tennessee,-86.3505,35.858
Kentucky,Tennessee,in-mover,11375,Kentucky,-85.3021,37.5347,Tennessee,-86.3505,35.858
Kentucky,Tennessee,out-mover,13138,Kentucky,-85.3021,37.5347,Tennessee,-86.3505,35.858
Louisiana,Tennessee,in-mover,2077,Louisiana,-91.9968,31.0689,Tennessee,-86.3505,35.858
Louisiana,Tennessee,out-mover,2318,Louisiana,-91.9968,31.0689,Tennessee,-86.3505,35.858
Maine,Tennessee,in-mover,379,Maine,-69.2428,45.3695,Tennessee,-86.3505,35.858
Maine,Tennessee,out-mover,1049,Maine,-69.2428,45.3695,Tennessee,-86.3505,35.858
Maryland,Tennessee,in-mover,1442,Maryland,-76.7909,39.055,Tennessee,-86.3505,35.858
Maryland,Tennessee,out-mover,1634,Maryland,-76.7909,39.055,Tennessee,-86.3505,35.858
Massachusetts,Tennessee,in-mover,1225,Massachusetts,-71.8083,42.2596,Tennessee,-86.3505,35.858
Massachusetts,Tennessee,out-mover,2400,Massachusetts,-71.8083,42.2596,Tennessee,-86.3505,35.858
Michigan,Tennessee,in-mover,4442,Michigan,-85.4102,44.3467,Tennessee,-86.3505,35.858
Michigan,Tennessee,out-mover,5661,Michigan,-85.4102,44.3467,Tennessee,-86.3505,35.858
Minnesota,Tennessee,in-mover,1572,Minnesota,-94.3053,46.2807,Tennessee,-86.3505,35.858
Minnesota,Tennessee,out-mover,1344,Minnesota,-94.3053,46.2807,Tennessee,-86.3505,35.858
Mississippi,Tennessee,in-mover,10069,Mississippi,-89.6678,32.7364,Tennessee,-86.3505,35.858
Mississippi,Tennessee,out-mover,10139,Mississippi,-89.6678,32.7364,Tennessee,-86.3505,35.858
Missouri,Tennessee,in-mover,3309,Missouri,-92.458,38.3566,Tennessee,-86.3505,35.858
Missouri,Tennessee,out-mover,3471,Missouri,-92.458,38.3566,Tennessee,-86.3505,35.858
Montana,Tennessee,in-mover,129,Montana,-109.6333,47.0527,Tennessee,-86.3505,35.858
Montana,Tennessee,out-mover,366,Montana,-109.6333,47.0527,Tennessee,-86.3505,35.858
Nebraska,Tennessee,in-mover,541,Nebraska,-99.7951,41.5378,Tennessee,-86.3505,35.858
Nebraska,Tennessee,out-mover,783,Nebraska,-99.7951,41.5378,Tennessee,-86.3505,35.858
Nevada,Tennessee,in-mover,909,Nevada,-116.6312,39.3289,Tennessee,-86.3505,35.858
Nevada,Tennessee,out-mover,994,Nevada,-116.6312,39.3289,Tennessee,-86.3505,35.858
New Hampshire,Tennessee,in-mover,262,New Hampshire,-71.5811,43.6805,Tennessee,-86.3505,35.858
New Hampshire,Tennessee,out-mover,348,New Hampshire,-71.5811,43.6805,Tennessee,-86.3505,35.858
New Jersey,Tennessee,in-mover,830,New Jersey,-74.6728,40.1907,Tennessee,-86.3505,35.858
New Jersey,Tennessee,out-mover,1806,New Jersey,-74.6728,40.1907,Tennessee,-86.3505,35.858
New Mexico,Tennessee,in-mover,838,New Mexico,-106.1126,34.4071,Tennessee,-86.3505,35.858
New Mexico,Tennessee,out-mover,630,New Mexico,-106.1126,34.4071,Tennessee,-86.3505,35.858
New York,Tennessee,in-mover,3790,New York,-75.5268,42.9538,Tennessee,-86.3505,35.858
New York,Tennessee,out-mover,5839,New York,-75.5268,42.9538,Tennessee,-86.3505,35.858
North Carolina,Tennessee,in-mover,8334,North Carolina,-79.3877,35.5557,Tennessee,-86.3505,35.858
North Carolina,Tennessee,out-mover,9920,North Carolina,-79.3877,35.5557,Tennessee,-86.3505,35.858
North Dakota,Tennessee,in-mover,379,North Dakota,-100.4659,47.4501,Tennessee,-86.3505,35.858
North Dakota,Tennessee,out-mover,215,North Dakota,-100.4659,47.4501,Tennessee,-86.3505,35.858
Ohio,Tennessee,in-mover,5751,Ohio,-82.7937,40.2862,Tennessee,-86.3505,35.858
Ohio,Tennessee,out-mover,6353,Ohio,-82.7937,40.2862,Tennessee,-86.3505,35.858
Oklahoma,Tennessee,in-mover,1658,Oklahoma,-97.4943,35.5889,Tennessee,-86.3505,35.858
Oklahoma,Tennessee,out-mover,1962,Oklahoma,-97.4943,35.5889,Tennessee,-86.3505,35.858
Oregon,Tennessee,in-mover,978,Oregon,-120.5583,43.9336,Tennessee,-86.3505,35.858
Oregon,Tennessee,out-mover,1163,Oregon,-120.5583,43.9336,Tennessee,-86.3505,35.858
Pennsylvania,Tennessee,in-mover,2421,Pennsylvania,-77.7996,40.8781,Tennessee,-86.3505,35.858
Pennsylvania,Tennessee,out-mover,2842,Pennsylvania,-77.7996,40.8781,Tennessee,-86.3505,35.858
Puerto Rico,Tennessee,in-mover,201,Puerto Rico,-66.43,18.222,Tennessee,-86.3505,35.858
Puerto Rico,Tennessee,out-mover,742,Puerto Rico,-66.43,18.222,Tennessee,-86.3505,35.858
Rhode Island,Tennessee,in-mover,384,Rhode Island,-71.5562,41.6762,Tennessee,-86.3505,35.858
Rhode Island,Tennessee,out-mover,217,Rhode Island,-71.5562,41.6762,Tennessee,-86.3505,35.858
South Carolina,Tennessee,in-mover,4673,South Carolina,-80.8964,33.9169,Tennessee,-86.3505,35.858
South Carolina,Tennessee,out-mover,4033,South Carolina,-80.8964,33.9169,Tennessee,-86.3505,35.858
South Dakota,Tennessee,in-mover,300,South Dakota,-100.2263,44.4443,Tennessee,-86.3505,35.858
South Dakota,Tennessee,out-mover,630,South Dakota,-100.2263,44.4443,Tennessee,-86.3505,35.858
Tennessee,Tennessee,in-mover,0,Tennessee,-86.3505,35.858,Tennessee,-86.3505,35.858
Tennessee,Tennessee,out-mover,0,Tennessee,-86.3505,35.858,Tennessee,-86.3505,35.858
Texas,Tennessee,in-mover,12491,Texas,-99.3312,31.4757,Tennessee,-86.3505,35.858
Texas,Tennessee,out-mover,12756,Texas,-99.3312,31.4757,Tennessee,-86.3505,35.858
Utah,Tennessee,in-mover,1099,Utah,-111.6703,39.3055,Tennessee,-86.3505,35.858
Utah,Tennessee,out-mover,871,Utah,-111.6703,39.3055,Tennessee,-86.3505,35.858
Vermont,Tennessee,in-mover,198,Vermont,-72.6658,44.0687,Tennessee,-86.3505,35.858
Vermont,Tennessee,out-mover,471,Vermont,-72.6658,44.0687,Tennessee,-86.3505,35.858
Virginia,Tennessee,in-mover,6904,Virginia,-78.8537,37.5215,Tennessee,-86.3505,35.858
Virginia,Tennessee,out-mover,8123,Virginia,-78.8537,37.5215,Tennessee,-86.3505,35.858
Washington,Tennessee,in-mover,2689,Washington,-120.4472,47.3826,Tennessee,-86.3505,35.858
Washington,Tennessee,out-mover,2305,Washington,-120.4472,47.3826,Tennessee,-86.3505,35.858
West Virginia,Tennessee,in-mover,1434,West Virginia,-80.6227,38.6409,Tennessee,-86.3505,35.858
West Virginia,Tennessee,out-mover,1246,West Virginia,-80.6227,38.6409,Tennessee,-86.3505,35.858
Wisconsin,Tennessee,in-mover,1533,Wisconsin,-89.9941,44.6243,Tennessee,-86.3505,35.858
Wisconsin,Tennessee,out-mover,1379,Wisconsin,-89.9941,44.6243,Tennessee,-86.3505,35.858
Wyoming,Tennessee,in-mover,110,Wyoming,-107.5512,42.9957,Tennessee,-86.3505,35.858
Wyoming,Tennessee,out-mover,147,Wyoming,-107.5512,42.9957,Tennessee,-86.3505,35.858
Alabama,Texas,in-mover,7421,Alabama,-86.8287,32.7794,Texas,-99.3312,31.4757
Alabama,Texas,out-mover,7811,Alabama,-86.8287,32.7794,Texas,-99.3312,31.4757
Alaska,Texas,in-mover,2538,Alaska,-152.2782,64.0685,Texas,-99.3312,31.4757
Alaska,Texas,out-mover,3074,Alaska,-152.2782,64.0685,Texas,-99.3312,31.4757
Arizona,Texas,in-mover,15694,Arizona,-111.6602,34.2744,Texas,-99.3312,31.4757
Arizona,Texas,out-mover,18219,Arizona,-111.6602,34.2744,Texas,-99.3312,31.4757
Arkansas,Texas,in-mover,15069,Arkansas,-92.4426,34.8938,Texas,-99.3312,31.4757
Arkansas,Texas,out-mover,13493,Arkansas,-92.4426,34.8938,Texas,-99.3312,31.4757
California,Texas,in-mover,39339,California,-119.4696,37.1841,Texas,-99.3312,31.4757
California,Texas,out-mover,73413,California,-119.4696,37.1841,Texas,-99.3312,31.4757
Colorado,Texas,in-mover,26086,Colorado,-105.5478,38.9972,Texas,-99.3312,31.4757
Colorado,Texas,out-mover,20781,Colorado,-105.5478,38.9972,Texas,-99.3312,31.4757
Connecticut,Texas,in-mover,3016,Connecticut,-72.7273,41.6219,Texas,-99.3312,31.4757
Connecticut,Texas,out-mover,2803,Connecticut,-72.7273,41.6219,Texas,-99.3312,31.4757
Delaware,Texas,in-mover,842,Delaware,-75.505,38.9896,Texas,-99.3312,31.4757
Delaware,Texas,out-mover,1313,Delaware,-75.505,38.9896,Texas,-99.3312,31.4757
Florida,Texas,in-mover,28571,Florida,-82.4497,28.6305,Texas,-99.3312,31.4757
Florida,Texas,out-mover,35411,Florida,-82.4497,28.6305,Texas,-99.3312,31.4757
Georgia,Texas,in-mover,20248,Georgia,-83.4426,32.6415,Texas,-99.3312,31.4757
Georgia,Texas,out-mover,18345,Georgia,-83.4426,32.6415,Texas,-99.3312,31.4757
Hawaii,Texas,in-mover,3288,Hawaii,-156.3737,20.2927,Texas,-99.3312,31.4757
Hawaii,Texas,out-mover,5662,Hawaii,-156.3737,20.2927,Texas,-99.3312,31.4757
Idaho,Texas,in-mover,3011,Idaho,-114.613,44.3509,Texas,-99.3312,31.4757
Idaho,Texas,out-mover,2506,Idaho,-114.613,44.3509,Texas,-99.3312,31.4757
Illinois,Texas,in-mover,11834,Illinois,-89.1965,40.0417,Texas,-99.3312,31.4757
Illinois,Texas,out-mover,22595,Illinois,-89.1965,40.0417,Texas,-99.3312,31.4757
Indiana,Texas,in-mover,7848,Indiana,-86.2816,39.8942,Texas,-99.3312,31.4757
Indiana,Texas,out-mover,8991,Indiana,-86.2816,39.8942,Texas,-99.3312,31.4757
Iowa,Texas,in-mover,3683,Iowa,-93.496,42.0751,Texas,-99.3312,31.4757
Iowa,Texas,out-mover,5649,Iowa,-93.496,42.0751,Texas,-99.3312,31.4757
Kansas,Texas,in-mover,8684,Kansas,-98.3804,38.4937,Texas,-99.3312,31.4757
Kansas,Texas,out-mover,11429,Kansas,-98.3804,38.4937,Texas,-99.3312,31.4757
Kentucky,Texas,in-mover,5419,Kentucky,-85.3021,37.5347,Texas,-99.3312,31.4757
Kentucky,Texas,out-mover,5723,Kentucky,-85.3021,37.5347,Texas,-99.3312,31.4757
Louisiana,Texas,in-mover,20545,Louisiana,-91.9968,31.0689,Texas,-99.3312,31.4757
Louisiana,Texas,out-mover,28273,Louisiana,-91.9968,31.0689,Texas,-99.3312,31.4757
Maine,Texas,in-mover,1153,Maine,-69.2428,45.3695,Texas,-99.3312,31.4757
Maine,Texas,out-mover,1073,Maine,-69.2428,45.3695,Texas,-99.3312,31.4757
Maryland,Texas,in-mover,6018,Maryland,-76.7909,39.055,Texas,-99.3312,31.4757
Maryland,Texas,out-mover,10036,Maryland,-76.7909,39.055,Texas,-99.3312,31.4757
Massachusetts,Texas,in-mover,4530,Massachusetts,-71.8083,42.2596,Texas,-99.3312,31.4757
Massachusetts,Texas,out-mover,6644,Massachusetts,-71.8083,42.2596,Texas,-99.3312,31.4757
Michigan,Texas,in-mover,8458,Michigan,-85.4102,44.3467,Texas,-99.3312,31.4757
Michigan,Texas,out-mover,10023,Michigan,-85.4102,44.3467,Texas,-99.3312,31.4757
Minnesota,Texas,in-mover,5173,Minnesota,-94.3053,46.2807,Texas,-99.3312,31.4757
Minnesota,Texas,out-mover,6741,Minnesota,-94.3053,46.2807,Texas,-99.3312,31.4757
Mississippi,Texas,in-mover,5697,Mississippi,-89.6678,32.7364,Texas,-99.3312,31.4757
Mississippi,Texas,out-mover,9696,Mississippi,-89.6678,32.7364,Texas,-99.3312,31.4757
Missouri,Texas,in-mover,11650,Missouri,-92.458,38.3566,Texas,-99.3312,31.4757
Missouri,Texas,out-mover,14888,Missouri,-92.458,38.3566,Texas,-99.3312,31.4757
Montana,Texas,in-mover,1992,Montana,-109.6333,47.0527,Texas,-99.3312,31.4757
Montana,Texas,out-mover,1719,Montana,-109.6333,47.0527,Texas,-99.3312,31.4757
Nebraska,Texas,in-mover,4533,Nebraska,-99.7951,41.5378,Texas,-99.3312,31.4757
Nebraska,Texas,out-mover,4035,Nebraska,-99.7951,41.5378,Texas,-99.3312,31.4757
Nevada,Texas,in-mover,4866,Nevada,-116.6312,39.3289,Texas,-99.3312,31.4757
Nevada,Texas,out-mover,7733,Nevada,-116.6312,39.3289,Texas,-99.3312,31.4757
New Hampshire,Texas,in-mover,1162,New Hampshire,-71.5811,43.6805,Texas,-99.3312,31.4757
New Hampshire,Texas,out-mover,1370,New Hampshire,-71.5811,43.6805,Texas,-99.3312,31.4757
New Jersey,Texas,in-mover,5583,New Jersey,-74.6728,40.1907,Texas,-99.3312,31.4757
New Jersey,Texas,out-mover,8710,New Jersey,-74.6728,40.1907,Texas,-99.3312,31.4757
New Mexico,Texas,in-mover,15125,New Mexico,-106.1126,34.4071,Texas,-99.3312,31.4757
New Mexico,Texas,out-mover,17317,New Mexico,-106.1126,34.4071,Texas,-99.3312,31.4757
New York,Texas,in-mover,11850,New York,-75.5268,42.9538,Texas,-99.3312,31.4757
New York,Texas,out-mover,20433,New York,-75.5268,42.9538,Texas,-99.3312,31.4757
North Carolina,Texas,in-mover,14971,North Carolina,-79.3877,35.5557,Texas,-99.3312,31.4757
North Carolina,Texas,out-mover,15082,North Carolina,-79.3877,35.5557,Texas,-99.3312,31.4757
North Dakota,Texas,in-mover,2239,North Dakota,-100.4659,47.4501,Texas,-99.3312,31.4757
North Dakota,Texas,out-mover,1601,North Dakota,-100.4659,47.4501,Texas,-99.3312,31.4757
Ohio,Texas,in-mover,10825,Ohio,-82.7937,40.2862,Texas,-99.3312,31.4757
Ohio,Texas,out-mover,10663,Ohio,-82.7937,40.2862,Texas,-99.3312,31.4757
Oklahoma,Texas,in-mover,29413,Oklahoma,-97.4943,35.5889,Texas,-99.3312,31.4757
Oklahoma,Texas,out-mover,24957,Oklahoma,-97.4943,35.5889,Texas,-99.3312,31.4757
Oregon,Texas,in-mover,5406,Oregon,-120.5583,43.9336,Texas,-99.3312,31.4757
Oregon,Texas,out-mover,4444,Oregon,-120.5583,43.9336,Texas,-99.3312,31.4757
Pennsylvania,Texas,in-mover,9693,Pennsylvania,-77.7996,40.8781,Texas,-99.3312,31.4757
Pennsylvania,Texas,out-mover,11186,Pennsylvania,-77.7996,40.8781,Texas,-99.3312,31.4757
Puerto Rico,Texas,in-mover,1206,Puerto Rico,-66.43,18.222,Texas,-99.3312,31.4757
Puerto Rico,Texas,out-mover,8893,Puerto Rico,-66.43,18.222,Texas,-99.3312,31.4757
Rhode Island,Texas,in-mover,1156,Rhode Island,-71.5562,41.6762,Texas,-99.3312,31.4757
Rhode Island,Texas,out-mover,784,Rhode Island,-71.5562,41.6762,Texas,-99.3312,31.4757
South Carolina,Texas,in-mover,7076,South Carolina,-80.8964,33.9169,Texas,-99.3312,31.4757
South Carolina,Texas,out-mover,7551,South Carolina,-80.8964,33.9169,Texas,-99.3312,31.4757
South Dakota,Texas,in-mover,1241,South Dakota,-100.2263,44.4443,Texas,-99.3312,31.4757
South Dakota,Texas,out-mover,1403,South Dakota,-100.2263,44.4443,Texas,-99.3312,31.4757
Tennessee,Texas,in-mover,12756,Tennessee,-86.3505,35.858,Texas,-99.3312,31.4757
Tennessee,Texas,out-mover,12491,Tennessee,-86.3505,35.858,Texas,-99.3312,31.4757
Texas,Texas,in-mover,0,Texas,-99.3312,31.4757,Texas,-99.3312,31.4757
Texas,Texas,out-mover,0,Texas,-99.3312,31.4757,Texas,-99.3312,31.4757
Utah,Texas,in-mover,7020,Utah,-111.6703,39.3055,Texas,-99.3312,31.4757
Utah,Texas,out-mover,8231,Utah,-111.6703,39.3055,Texas,-99.3312,31.4757
Vermont,Texas,in-mover,429,Vermont,-72.6658,44.0687,Texas,-99.3312,31.4757
Vermont,Texas,out-mover,465,Vermont,-72.6658,44.0687,Texas,-99.3312,31.4757
Virginia,Texas,in-mover,15399,Virginia,-78.8537,37.5215,Texas,-99.3312,31.4757
Virginia,Texas,out-mover,18246,Virginia,-78.8537,37.5215,Texas,-99.3312,31.4757
Washington,Texas,in-mover,15977,Washington,-120.4472,47.3826,Texas,-99.3312,31.4757
Washington,Texas,out-mover,14024,Washington,-120.4472,47.3826,Texas,-99.3312,31.4757
West Virginia,Texas,in-mover,1186,West Virginia,-80.6227,38.6409,Texas,-99.3312,31.4757
West Virginia,Texas,out-mover,1267,West Virginia,-80.6227,38.6409,Texas,-99.3312,31.4757
Wisconsin,Texas,in-mover,4718,Wisconsin,-89.9941,44.6243,Texas,-99.3312,31.4757
Wisconsin,Texas,out-mover,5486,Wisconsin,-89.9941,44.6243,Texas,-99.3312,31.4757
Wyoming,Texas,in-mover,2106,Wyoming,-107.5512,42.9957,Texas,-99.3312,31.4757
Wyoming,Texas,out-mover,1612,Wyoming,-107.5512,42.9957,Texas,-99.3312,31.4757
Alabama,Utah,in-mover,809,Alabama,-86.8287,32.7794,Utah,-111.6703,39.3055
Alabama,Utah,out-mover,496,Alabama,-86.8287,32.7794,Utah,-111.6703,39.3055
Alaska,Utah,in-mover,606,Alaska,-152.2782,64.0685,Utah,-111.6703,39.3055
Alaska,Utah,out-mover,1132,Alaska,-152.2782,64.0685,Utah,-111.6703,39.3055
Arizona,Utah,in-mover,8697,Arizona,-111.6602,34.2744,Utah,-111.6703,39.3055
Arizona,Utah,out-mover,7612,Arizona,-111.6602,34.2744,Utah,-111.6703,39.3055
Arkansas,Utah,in-mover,629,Arkansas,-92.4426,34.8938,Utah,-111.6703,39.3055
Arkansas,Utah,out-mover,665,Arkansas,-92.4426,34.8938,Utah,-111.6703,39.3055
California,Utah,in-mover,9559,California,-119.4696,37.1841,Utah,-111.6703,39.3055
California,Utah,out-mover,18811,California,-119.4696,37.1841,Utah,-111.6703,39.3055
Colorado,Utah,in-mover,3683,Colorado,-105.5478,38.9972,Utah,-111.6703,39.3055
Colorado,Utah,out-mover,4848,Colorado,-105.5478,38.9972,Utah,-111.6703,39.3055
Connecticut,Utah,in-mover,334,Connecticut,-72.7273,41.6219,Utah,-111.6703,39.3055
Connecticut,Utah,out-mover,1030,Connecticut,-72.7273,41.6219,Utah,-111.6703,39.3055
Delaware,Utah,in-mover,48,Delaware,-75.505,38.9896,Utah,-111.6703,39.3055
Delaware,Utah,out-mover,61,Delaware,-75.505,38.9896,Utah,-111.6703,39.3055
