stateA,stateB,Direction,Value,A_state,A_long,A_lat,B_state,B_long,B_lat
Arkansas,Georgia,out-mover,2267,Arkansas,-92.4426,34.8938,Georgia,-83.4426,32.6415
California,Georgia,in-mover,12555,California,-119.4696,37.1841,Georgia,-83.4426,32.6415
California,Georgia,out-mover,15771,California,-119.4696,37.1841,Georgia,-83.4426,32.6415
Colorado,Georgia,in-mover,6142,Colorado,-105.5478,38.9972,Georgia,-83.4426,32.6415
Colorado,Georgia,out-mover,3835,Colorado,-105.5478,38.9972,Georgia,-83.4426,32.6415
Connecticut,Georgia,in-mover,1560,Connecticut,-72.7273,41.6219,Georgia,-83.4426,32.6415
Connecticut,Georgia,out-mover,3758,Connecticut,-72.7273,41.6219,Georgia,-83.4426,32.6415
Delaware,Georgia,in-mover,252,Delaware,-75.505,38.9896,Georgia,-83.4426,32.6415
Delaware,Georgia,out-mover,818,Delaware,-75.505,38.9896,Georgia,-83.4426,32.6415
Florida,Georgia,in-mover,40413,Florida,-82.4497,28.6305,Georgia,-83.4426,32.6415
Florida,Georgia,out-mover,47284,Florida,-82.4497,28.6305,Georgia,-83.4426,32.6415
Georgia,Georgia,in-mover,0,Georgia,-83.4426,32.6415,Georgia,-83.4426,32.6415
Georgia,Georgia,out-mover,0,Georgia,-83.4426,32.6415,Georgia,-83.4426,32.6415
Hawaii,Georgia,in-mover,2132,Hawaii,-156.3737,20.2927,Georgia,-83.4426,32.6415
Hawaii,Georgia,out-mover,1530,Hawaii,-156.3737,20.2927,Georgia,-83.4426,32.6415
Idaho,Georgia,in-mover,563,Idaho,-114.613,44.3509,Georgia,-83.4426,32.6415
Idaho,Georgia,out-mover,668,Idaho,-114.613,44.3509,Georgia,-83.4426,32.6415
Illinois,Georgia,in-mover,4891,Illinois,-89.1965,40.0417,Georgia,-83.4426,32.6415
Illinois,Georgia,out-mover,10040,Illinois,-89.1965,40.0417,Georgia,-83.4426,32.6415
Indiana,Georgia,in-mover,3816,Indiana,-86.2816,39.8942,Georgia,-83.4426,32.6415
Indiana,Georgia,out-mover,3515,Indiana,-86.2816,39.8942,Georgia,-83.4426,32.6415
Iowa,Georgia,in-mover,1086,Iowa,-93.496,42.0751,Georgia,-83.4426,32.6415
Iowa,Georgia,out-mover,1534,Iowa,-93.496,42.0751,Georgia,-83.4426,32.6415
Kansas,Georgia,in-mover,2214,Kansas,-98.3804,38.4937,Georgia,-83.4426,32.6415
Kansas,Georgia,out-mover,2974,Kansas,-98.3804,38.4937,Georgia,-83.4426,32.6415
Kentucky,Georgia,in-mover,3941,Kentucky,-85.3021,37.5347,Georgia,-83.4426,32.6415
Kentucky,Georgia,out-mover,3246,Kentucky,-85.3021,37.5347,Georgia,-83.4426,32.6415
Louisiana,Georgia,in-mover,3890,Louisiana,-91.9968,31.0689,Georgia,-83.4426,32.6415
Louisiana,Georgia,out-mover,4507,Louisiana,-91.9968,31.0689,Georgia,-83.4426,32.6415
Maine,Georgia,in-mover,415,Maine,-69.2428,45.3695,Georgia,-83.4426,32.6415
Maine,Georgia,out-mover,405,Maine,-69.2428,45.3695,Georgia,-83.4426,32.6415
Maryland,Georgia,in-mover,5147,Maryland,-76.7909,39.055,Georgia,-83.4426,32.6415
Maryland,Georgia,out-mover,4549,Maryland,-76.7909,39.055,Georgia,-83.4426,32.6415
Massachusetts,Georgia,in-mover,3174,Massachusetts,-71.8083,42.2596,Georgia,-83.4426,32.6415
Massachusetts,Georgia,out-mover,3302,Massachusetts,-71.8083,42.2596,Georgia,-83.4426,32.6415
Michigan,Georgia,in-mover,4459,Michigan,-85.4102,44.3467,Georgia,-83.4426,32.6415
Michigan,Georgia,out-mover,5122,Michigan,-85.4102,44.3467,Georgia,-83.4426,32.6415
Minnesota,Georgia,in-mover,1730,Minnesota,-94.3053,46.2807,Georgia,-83.4426,32.6415
Minnesota,Georgia,out-mover,2169,Minnesota,-94.3053,46.2807,Georgia,-83.4426,32.6415
Mississippi,Georgia,in-mover,3767,Mississippi,-89.6678,32.7364,Georgia,-83.4426,32.6415
Mississippi,Georgia,out-mover,4651,Mississippi,-89.6678,32.7364,Georgia,-83.4426,32.6415
Missouri,Georgia,in-mover,3237,Missouri,-92.458,38.3566,Georgia,-83.4426,32.6415
Missouri,Georgia,out-mover,4286,Missouri,-92.458,38.3566,Georgia,-83.4426,32.6415
Montana,Georgia,in-mover,422,Montana,-109.6333,47.0527,Georgia,-83.4426,32.6415
Montana,Georgia,out-mover,383,Montana,-109.6333,47.0527,Georgia,-83.4426,32.6415
Nebraska,Georgia,in-mover,670,Nebraska,-99.7951,41.5378,Georgia,-83.4426,32.6415
Nebraska,Georgia,out-mover,1441,Nebraska,-99.7951,41.5378,Georgia,-83.4426,32.6415
Nevada,Georgia,in-mover,1505,Nevada,-116.6312,39.3289,Georgia,-83.4426,32.6415
Nevada,Georgia,out-mover,1288,Nevada,-116.6312,39.3289,Georgia,-83.4426,32.6415
New Hampshire,Georgia,in-mover,575,New Hampshire,-71.5811,43.6805,Georgia,-83.4426,32.6415
New Hampshire,Georgia,out-mover,598,New Hampshire,-71.5811,43.6805,Georgia,-83.4426,32.6415
New Jersey,Georgia,in-mover,2688,New Jersey,-74.6728,40.1907,Georgia,-83.4426,32.6415
New Jersey,Georgia,out-mover,7501,New Jersey,-74.6728,40.1907,Georgia,-83.4426,32.6415
New Mexico,Georgia,in-mover,736,New Mexico,-106.1126,34.4071,Georgia,-83.4426,32.6415
New Mexico,Georgia,out-mover,1166,New Mexico,-106.1126,34.4071,Georgia,-83.4426,32.6415
New York,Georgia,in-mover,7380,New York,-75.5268,42.9538,Georgia,-83.4426,32.6415
New York,Georgia,out-mover,16083,New York,-75.5268,42.9538,Georgia,-83.4426,32.6415
North Carolina,Georgia,in-mover,19097,North Carolina,-79.3877,35.5557,Georgia,-83.4426,32.6415
North Carolina,Georgia,out-mover,15813,North Carolina,-79.3877,35.5557,Georgia,-83.4426,32.6415
North Dakota,Georgia,in-mover,544,North Dakota,-100.4659,47.4501,Georgia,-83.4426,32.6415
North Dakota,Georgia,out-mover,166,North Dakota,-100.4659,47.4501,Georgia,-83.4426,32.6415
Ohio,Georgia,in-mover,5788,Ohio,-82.7937,40.2862,Georgia,-83.4426,32.6415
Ohio,Georgia,out-mover,8142,Ohio,-82.7937,40.2862,Georgia,-83.4426,32.6415
Oklahoma,Georgia,in-mover,2188,Oklahoma,-97.4943,35.5889,Georgia,-83.4426,32.6415
Oklahoma,Georgia,out-mover,2119,Oklahoma,-97.4943,35.5889,Georgia,-83.4426,32.6415
Oregon,Georgia,in-mover,1111,Oregon,-120.5583,43.9336,Georgia,-83.4426,32.6415
Oregon,Georgia,out-mover,1278,Oregon,-120.5583,43.9336,Georgia,-83.4426,32.6415
Pennsylvania,Georgia,in-mover,5158,Pennsylvania,-77.7996,40.8781,Georgia,-83.4426,32.6415
Pennsylvania,Georgia,out-mover,6617,Pennsylvania,-77.7996,40.8781,Georgia,-83.4426,32.6415
Puerto Rico,Georgia,in-mover,492,Puerto Rico,-66.43,18.222,Georgia,-83.4426,32.6415
Puerto Rico,Georgia,out-mover,2352,Puerto Rico,-66.43,18.222,Georgia,-83.4426,32.6415
Rhode Island,Georgia,in-mover,464,Rhode Island,-71.5562,41.6762,Georgia,-83.4426,32.6415
Rhode Island,Georgia,out-mover,492,Rhode Island,-71.5562,41.6762,Georgia,-83.4426,32.6415
South Carolina,Georgia,in-mover,15444,South Carolina,-80.8964,33.9169,Georgia,-83.4426,32.6415
South Carolina,Georgia,out-mover,15804,South Carolina,-80.8964,33.9169,Georgia,-83.4426,32.6415
South Dakota,Georgia,in-mover,411,South Dakota,-100.2263,44.4443,Georgia,-83.4426,32.6415
South Dakota,Georgia,out-mover,298,South Dakota,-100.2263,44.4443,Georgia,-83.4426,32.6415
Tennessee,Georgia,in-mover,15385,Tennessee,-86.3505,35.858,Georgia,-83.4426,32.6415
Tennessee,Georgia,out-mover,17793,Tennessee,-86.3505,35.858,Georgia,-83.4426,32.6415
Texas,Georgia,in-mover,18345,Texas,-99.3312,31.4757,Georgia,-83.4426,32.6415
Texas,Georgia,out-mover,20248,Texas,-99.3312,31.4757,Georgia,-83.4426,32.6415
Utah,Georgia,in-mover,1625,Utah,-111.6703,39.3055,Georgia,-83.4426,32.6415
Utah,Georgia,out-mover,1251,Utah,-111.6703,39.3055,Georgia,-83.4426,32.6415
Vermont,Georgia,in-mover,192,Vermont,-72.6658,44.0687,Georgia,-83.4426,32.6415
Vermont,Georgia,out-mover,324,Vermont,-72.6658,44.0687,Georgia,-83.4426,32.6415
Virginia,Georgia,in-mover,8359,Virginia,-78.8537,37.5215,Georgia,-83.4426,32.6415
Virginia,Georgia,out-mover,11477,Virginia,-78.8537,37.5215,Georgia,-83.4426,32.6415
Washington,Georgia,in-mover,4421,Washington,-120.4472,47.3826,Georgia,-83.4426,32.6415
Washington,Georgia,out-mover,2939,Washington,-120.4472,47.3826,Georgia,-83.4426,32.6415
West Virginia,Georgia,in-mover,863,West Virginia,-80.6227,38.6409,Georgia,-83.4426,32.6415
West Virginia,Georgia,out-mover,849,West Virginia,-80.6227,38.6409,Georgia,-83.4426,32.6415
Wisconsin,Georgia,in-mover,1701,Wisconsin,-89.9941,44.6243,Georgia,-83.4426,32.6415
Wisconsin,Georgia,out-mover,2931,Wisconsin,-89.9941,44.6243,Georgia,-83.4426,32.6415
Wyoming,Georgia,in-mover,136,Wyoming,-107.5512,42.9957,Georgia,-83.4426,32.6415
Wyoming,Georgia,out-mover,768,Wyoming,-107.5512,42.9957,Georgia,-83.4426,32.6415
Alabama,Hawaii,in-mover,696,Alabama,-86.8287,32.7794,Hawaii,-156.3737,20.2927
Alabama,Hawaii,out-mover,650,Alabama,-86.8287,32.7794,Hawaii,-156.3737,20.2927
Alaska,Hawaii,in-mover,593,Alaska,-152.2782,64.0685,Hawaii,-156.3737,20.2927
Alaska,Hawaii,out-mover,735,Alaska,-152.2782,64.0685,Hawaii,-156.3737,20.2927
Arizona,Hawaii,in-mover,2518,Arizona,-111.6602,34.2744,Hawaii,-156.3737,20.2927
Arizona,Hawaii,out-mover,1838,Arizona,-111.6602,34.2744,Hawaii,-156.3737,20.2927
Arkansas,Hawaii,in-mover,174,Arkansas,-92.4426,34.8938,Hawaii,-156.3737,20.2927
Arkansas,Hawaii,out-mover,113,Arkansas,-92.4426,34.8938,Hawaii,-156.3737,20.2927
California,Hawaii,in-mover,12465,California,-119.4696,37.1841,Hawaii,-156.3737,20.2927
California,Hawaii,out-mover,10850,California,-119.4696,37.1841,Hawaii,-156.3737,20.2927
Colorado,Hawaii,in-mover,3344,Colorado,-105.5478,38.9972,Hawaii,-156.3737,20.2927
Colorado,Hawaii,out-mover,2040,Colorado,-105.5478,38.9972,Hawaii,-156.3737,20.2927
Connecticut,Hawaii,in-mover,547,Connecticut,-72.7273,41.6219,Hawaii,-156.3737,20.2927
Connecticut,Hawaii,out-mover,363,Connecticut,-72.7273,41.6219,Hawaii,-156.3737,20.2927
Delaware,Hawaii,in-mover,36,Delaware,-75.505,38.9896,Hawaii,-156.3737,20.2927
Delaware,Hawaii,out-mover,24,Delaware,-75.505,38.9896,Hawaii,-156.3737,20.2927
Florida,Hawaii,in-mover,2701,Florida,-82.4497,28.6305,Hawaii,-156.3737,20.2927
Florida,Hawaii,out-mover,2306,Florida,-82.4497,28.6305,Hawaii,-156.3737,20.2927
Georgia,Hawaii,in-mover,1530,Georgia,-83.4426,32.6415,Hawaii,-156.3737,20.2927
Georgia,Hawaii,out-mover,2132,Georgia,-83.4426,32.6415,Hawaii,-156.3737,20.2927
Hawaii,Hawaii,in-mover,0,Hawaii,-156.3737,20.2927,Hawaii,-156.3737,20.2927
Hawaii,Hawaii,out-mover,0,Hawaii,-156.3737,20.2927,Hawaii,-156.3737,20.2927
Idaho,Hawaii,in-mover,495,Idaho,-114.613,44.3509,Hawaii,-156.3737,20.2927
Idaho,Hawaii,out-mover,648,Idaho,-114.613,44.3509,Hawaii,-156.3737,20.2927
Illinois,Hawaii,in-mover,802,Illinois,-89.1965,40.0417,Hawaii,-156.3737,20.2927
Illinois,Hawaii,out-mover,1290,Illinois,-89.1965,40.0417,Hawaii,-156.3737,20.2927
Indiana,Hawaii,in-mover,478,Indiana,-86.2816,39.8942,Hawaii,-156.3737,20.2927
Indiana,Hawaii,out-mover,470,Indiana,-86.2816,39.8942,Hawaii,-156.3737,20.2927
Iowa,Hawaii,in-mover,283,Iowa,-93.496,42.0751,Hawaii,-156.3737,20.2927
Iowa,Hawaii,out-mover,345,Iowa,-93.496,42.0751,Hawaii,-156.3737,20.2927
Kansas,Hawaii,in-mover,370,Kansas,-98.3804,38.4937,Hawaii,-156.3737,20.2927
Kansas,Hawaii,out-mover,822,Kansas,-98.3804,38.4937,Hawaii,-156.3737,20.2927
Kentucky,Hawaii,in-mover,381,Kentucky,-85.3021,37.5347,Hawaii,-156.3737,20.2927
Kentucky,Hawaii,out-mover,403,Kentucky,-85.3021,37.5347,Hawaii,-156.3737,20.2927
Louisiana,Hawaii,in-mover,488,Louisiana,-91.9968,31.0689,Hawaii,-156.3737,20.2927
Louisiana,Hawaii,out-mover,289,Louisiana,-91.9968,31.0689,Hawaii,-156.3737,20.2927
Maine,Hawaii,in-mover,270,Maine,-69.2428,45.3695,Hawaii,-156.3737,20.2927
Maine,Hawaii,out-mover,76,Maine,-69.2428,45.3695,Hawaii,-156.3737,20.2927
Maryland,Hawaii,in-mover,1988,Maryland,-76.7909,39.055,Hawaii,-156.3737,20.2927
Maryland,Hawaii,out-mover,661,Maryland,-76.7909,39.055,Hawaii,-156.3737,20.2927
Massachusetts,Hawaii,in-mover,374,Massachusetts,-71.8083,42.2596,Hawaii,-156.3737,20.2927
Massachusetts,Hawaii,out-mover,619,Massachusetts,-71.8083,42.2596,Hawaii,-156.3737,20.2927
Michigan,Hawaii,in-mover,613,Michigan,-85.4102,44.3467,Hawaii,-156.3737,20.2927
Michigan,Hawaii,out-mover,354,Michigan,-85.4102,44.3467,Hawaii,-156.3737,20.2927
Minnesota,Hawaii,in-mover,270,Minnesota,-94.3053,46.2807,Hawaii,-156.3737,20.2927
Minnesota,Hawaii,out-mover,431,Minnesota,-94.3053,46.2807,Hawaii,-156.3737,20.2927
Mississippi,Hawaii,in-mover,455,Mississippi,-89.6678,32.7364,Hawaii,-156.3737,20.2927
Mississippi,Hawaii,out-mover,120,Mississippi,-89.6678,32.7364,Hawaii,-156.3737,20.2927
Missouri,Hawaii,in-mover,927,Missouri,-92.458,38.3566,Hawaii,-156.3737,20.2927
Missouri,Hawaii,out-mover,679,Missouri,-92.458,38.3566,Hawaii,-156.3737,20.2927
Montana,Hawaii,in-mover,79,Montana,-109.6333,47.0527,Hawaii,-156.3737,20.2927
Montana,Hawaii,out-mover,234,Montana,-109.6333,47.0527,Hawaii,-156.3737,20.2927
Nebraska,Hawaii,in-mover,253,Nebraska,-99.7951,41.5378,Hawaii,-156.3737,20.2927
Nebraska,Hawaii,out-mover,240,Nebraska,-99.7951,41.5378,Hawaii,-156.3737,20.2927
Nevada,Hawaii,in-mover,4523,Nevada,-116.6312,39.3289,Hawaii,-156.3737,20.2927
Nevada,Hawaii,out-mover,1470,Nevada,-116.6312,39.3289,Hawaii,-156.3737,20.2927
New Hampshire,Hawaii,in-mover,205,New Hampshire,-71.5811,43.6805,Hawaii,-156.3737,20.2927
New Hampshire,Hawaii,out-mover,26,New Hampshire,-71.5811,43.6805,Hawaii,-156.3737,20.2927
New Jersey,Hawaii,in-mover,405,New Jersey,-74.6728,40.1907,Hawaii,-156.3737,20.2927
New Jersey,Hawaii,out-mover,413,New Jersey,-74.6728,40.1907,Hawaii,-156.3737,20.2927
New Mexico,Hawaii,in-mover,568,New Mexico,-106.1126,34.4071,Hawaii,-156.3737,20.2927
New Mexico,Hawaii,out-mover,453,New Mexico,-106.1126,34.4071,Hawaii,-156.3737,20.2927
New York,Hawaii,in-mover,1248,New York,-75.5268,42.9538,Hawaii,-156.3737,20.2927
New York,Hawaii,out-mover,1601,New York,-75.5268,42.9538,Hawaii,-156.3737,20.2927
North Carolina,Hawaii,in-mover,2419,North Carolina,-79.3877,35.5557,Hawaii,-156.3737,20.2927
North Carolina,Hawaii,out-mover,2129,North Carolina,-79.3877,35.5557,Hawaii,-156.3737,20.2927
North Dakota,Hawaii,in-mover,110,North Dakota,-100.4659,47.4501,Hawaii,-156.3737,20.2927
North Dakota,Hawaii,out-mover,73,North Dakota,-100.4659,47.4501,Hawaii,-156.3737,20.2927
Ohio,Hawaii,in-mover,568,Ohio,-82.7937,40.2862,Hawaii,-156.3737,20.2927
Ohio,Hawaii,out-mover,795,Ohio,-82.7937,40.2862,Hawaii,-156.3737,20.2927
Oklahoma,Hawaii,in-mover,731,Oklahoma,-97.4943,35.5889,Hawaii,-156.3737,20.2927
Oklahoma,Hawaii,out-mover,469,Oklahoma,-97.4943,35.5889,Hawaii,-156.3737,20.2927
Oregon,Hawaii,in-mover,2995,Oregon,-120.5583,43.9336,Hawaii,-156.3737,20.2927
Oregon,Hawaii,out-mover,1492,Oregon,-120.5583,43.9336,Hawaii,-156.3737,20.2927
Pennsylvania,Hawaii,in-mover,972,Pennsylvania,-77.7996,40.8781,Hawaii,-156.3737,20.2927
Pennsylvania,Hawaii,out-mover,728,Pennsylvania,-77.7996,40.8781,Hawaii,-156.3737,20.2927
Puerto Rico,Hawaii,in-mover,55,Puerto Rico,-66.43,18.222,Hawaii,-156.3737,20.2927
Puerto Rico,Hawaii,out-mover,80,Puerto Rico,-66.43,18.222,Hawaii,-156.3737,20.2927
Rhode Island,Hawaii,in-mover,19,Rhode Island,-71.5562,41.6762,Hawaii,-156.3737,20.2927
Rhode Island,Hawaii,out-mover,178,Rhode Island,-71.5562,41.6762,Hawaii,-156.3737,20.2927
South Carolina,Hawaii,in-mover,779,South Carolina,-80.8964,33.9169,Hawaii,-156.3737,20.2927
South Carolina,Hawaii,out-mover,1253,South Carolina,-80.8964,33.9169,Hawaii,-156.3737,20.2927
South Dakota,Hawaii,in-mover,132,South Dakota,-100.2263,44.4443,Hawaii,-156.3737,20.2927
South Dakota,Hawaii,out-mover,19,South Dakota,-100.2263,44.4443,Hawaii,-156.3737,20.2927
Tennessee,Hawaii,in-mover,978,Tennessee,-86.3505,35.858,Hawaii,-156.3737,20.2927
Tennessee,Hawaii,out-mover,743,Tennessee,-86.3505,35.858,Hawaii,-156.3737,20.2927
Texas,Hawaii,in-mover,5662,Texas,-99.3312,31.4757,Hawaii,-156.3737,20.2927
Texas,Hawaii,out-mover,3288,Texas,-99.3312,31.4757,Hawaii,-156.3737,20.2927
Utah,Hawaii,in-mover,1719,Utah,-111.6703,39.3055,Hawaii,-156.3737,20.2927
Utah,Hawaii,out-mover,889,Utah,-111.6703,39.3055,Hawaii,-156.3737,20.2927
Vermont,Hawaii,in-mover,45,Vermont,-72.6658,44.0687,Hawaii,-156.3737,20.2927
Vermont,Hawaii,out-mover,30,Vermont,-72.6658,44.0687,Hawaii,-156.3737,20.2927
Virginia,Hawaii,in-mover,3066,Virginia,-78.8537,37.5215,Hawaii,-156.3737,20.2927
Virginia,Hawaii,out-mover,3037,Virginia,-78.8537,37.5215,Hawaii,-156.3737,20.2927
Washington,Hawaii,in-mover,4602,Washington,-120.4472,47.3826,Hawaii,-156.3737,20.2927
Washington,Hawaii,out-mover,3808,Washington,-120.4472,47.3826,Hawaii,-156.3737,20.2927
West Virginia,Hawaii,in-mover,60,West Virginia,-80.6227,38.6409,Hawaii,-156.3737,20.2927
West Virginia,Hawaii,out-mover,69,West Virginia,-80.6227,38.6409,Hawaii,-156.3737,20.2927
Wisconsin,Hawaii,in-mover,344,Wisconsin,-89.9941,44.6243,Hawaii,-156.3737,20.2927
Wisconsin,Hawaii,out-mover,130,Wisconsin,-89.9941,44.6243,Hawaii,-156.3737,20.2927
Wyoming,Hawaii,in-mover,34,Wyoming,-107.5512,42.9957,Hawaii,-156.3737,20.2927
Wyoming,Hawaii,out-mover,55,Wyoming,-107.5512,42.9957,Hawaii,-156.3737,20.2927
Alabama,Idaho,in-mover,66,Alabama,-86.8287,32.7794,Idaho,-114.613,44.3509
Alabama,Idaho,out-mover,145,Alabama,-86.8287,32.7794,Idaho,-114.613,44.3509
Alaska,Idaho,in-mover,654,Alaska,-152.2782,64.0685,Idaho,-114.613,44.3509
Alaska,Idaho,out-mover,1070,Alaska,-152.2782,64.0685,Idaho,-114.613,44.3509
Arizona,Idaho,in-mover,3059,Arizona,-111.6602,34.2744,Idaho,-114.613,44.3509
Arizona,Idaho,out-mover,3573,Arizona,-111.6602,34.2744,Idaho,-114.613,44.3509
Arkansas,Idaho,in-mover,191,Arkansas,-92.4426,34.8938,Idaho,-114.613,44.3509
Arkansas,Idaho,out-mover,586,Arkansas,-92.4426,34.8938,Idaho,-114.613,44.3509
California,Idaho,in-mover,4732,California,-119.4696,37.1841,Idaho,-114.613,44.3509
California,Idaho,out-mover,19212,California,-119.4696,37.1841,Idaho,-114.613,44.3509
Colorado,Idaho,in-mover,1661,Colorado,-105.5478,38.9972,Idaho,-114.613,44.3509
Colorado,Idaho,out-mover,3206,Colorado,-105.5478,38.9972,Idaho,-114.613,44.3509
Connecticut,Idaho,in-mover,10,Connecticut,-72.7273,41.6219,Idaho,-114.613,44.3509
Connecticut,Idaho,out-mover,466,Connecticut,-72.7273,41.6219,Idaho,-114.613,44.3509
Delaware,Idaho,in-mover,6,Delaware,-75.505,38.9896,Idaho,-114.613,44.3509
Delaware,Idaho,out-mover,37,Delaware,-75.505,38.9896,Idaho,-114.613,44.3509
Florida,Idaho,in-mover,1143,Florida,-82.4497,28.6305,Idaho,-114.613,44.3509
Florida,Idaho,out-mover,1471,Florida,-82.4497,28.6305,Idaho,-114.613,44.3509
Georgia,Idaho,in-mover,668,Georgia,-83.4426,32.6415,Idaho,-114.613,44.3509
Georgia,Idaho,out-mover,563,Georgia,-83.4426,32.6415,Idaho,-114.613,44.3509
Hawaii,Idaho,in-mover,648,Hawaii,-156.3737,20.2927,Idaho,-114.613,44.3509
Hawaii,Idaho,out-mover,495,Hawaii,-156.3737,20.2927,Idaho,-114.613,44.3509
Idaho,Idaho,in-mover,0,Idaho,-114.613,44.3509,Idaho,-114.613,44.3509
Idaho,Idaho,out-mover,0,Idaho,-114.613,44.3509,Idaho,-114.613,44.3509
Illinois,Idaho,in-mover,613,Illinois,-89.1965,40.0417,Idaho,-114.613,44.3509
Illinois,Idaho,out-mover,472,Illinois,-89.1965,40.0417,Idaho,-114.613,44.3509
Indiana,Idaho,in-mover,464,Indiana,-86.2816,39.8942,Idaho,-114.613,44.3509
Indiana,Idaho,out-mover,290,Indiana,-86.2816,39.8942,Idaho,-114.613,44.3509
Iowa,Idaho,in-mover,746,Iowa,-93.496,42.0751,Idaho,-114.613,44.3509
Iowa,Idaho,out-mover,158,Iowa,-93.496,42.0751,Idaho,-114.613,44.3509
Kansas,Idaho,in-mover,150,Kansas,-98.3804,38.4937,Idaho,-114.613,44.3509
Kansas,Idaho,out-mover,417,Kansas,-98.3804,38.4937,Idaho,-114.613,44.3509
Kentucky,Idaho,in-mover,449,Kentucky,-85.3021,37.5347,Idaho,-114.613,44.3509
Kentucky,Idaho,out-mover,294,Kentucky,-85.3021,37.5347,Idaho,-114.613,44.3509
Louisiana,Idaho,in-mover,147,Louisiana,-91.9968,31.0689,Idaho,-114.613,44.3509
Louisiana,Idaho,out-mover,256,Louisiana,-91.9968,31.0689,Idaho,-114.613,44.3509
Maine,Idaho,in-mover,122,Maine,-69.2428,45.3695,Idaho,-114.613,44.3509
Maine,Idaho,out-mover,166,Maine,-69.2428,45.3695,Idaho,-114.613,44.3509
Maryland,Idaho,in-mover,185,Maryland,-76.7909,39.055,Idaho,-114.613,44.3509
Maryland,Idaho,out-mover,243,Maryland,-76.7909,39.055,Idaho,-114.613,44.3509
Massachusetts,Idaho,in-mover,291,Massachusetts,-71.8083,42.2596,Idaho,-114.613,44.3509
Massachusetts,Idaho,out-mover,210,Massachusetts,-71.8083,42.2596,Idaho,-114.613,44.3509
Michigan,Idaho,in-mover,819,Michigan,-85.4102,44.3467,Idaho,-114.613,44.3509
Michigan,Idaho,out-mover,386,Michigan,-85.4102,44.3467,Idaho,-114.613,44.3509
Minnesota,Idaho,in-mover,499,Minnesota,-94.3053,46.2807,Idaho,-114.613,44.3509
Minnesota,Idaho,out-mover,452,Minnesota,-94.3053,46.2807,Idaho,-114.613,44.3509
Mississippi,Idaho,in-mover,261,Mississippi,-89.6678,32.7364,Idaho,-114.613,44.3509
Mississippi,Idaho,out-mover,132,Mississippi,-89.6678,32.7364,Idaho,-114.613,44.3509
Missouri,Idaho,in-mover,713,Missouri,-92.458,38.3566,Idaho,-114.613,44.3509
Missouri,Idaho,out-mover,847,Missouri,-92.458,38.3566,Idaho,-114.613,44.3509
Montana,Idaho,in-mover,2496,Montana,-109.6333,47.0527,Idaho,-114.613,44.3509
Montana,Idaho,out-mover,1947,Montana,-109.6333,47.0527,Idaho,-114.613,44.3509
Nebraska,Idaho,in-mover,364,Nebraska,-99.7951,41.5378,Idaho,-114.613,44.3509
Nebraska,Idaho,out-mover,206,Nebraska,-99.7951,41.5378,Idaho,-114.613,44.3509
Nevada,Idaho,in-mover,1864,Nevada,-116.6312,39.3289,Idaho,-114.613,44.3509
Nevada,Idaho,out-mover,2643,Nevada,-116.6312,39.3289,Idaho,-114.613,44.3509
New Hampshire,Idaho,in-mover,50,New Hampshire,-71.5811,43.6805,Idaho,-114.613,44.3509
New Hampshire,Idaho,out-mover,33,New Hampshire,-71.5811,43.6805,Idaho,-114.613,44.3509
New Jersey,Idaho,in-mover,130,New Jersey,-74.6728,40.1907,Idaho,-114.613,44.3509
New Jersey,Idaho,out-mover,82,New Jersey,-74.6728,40.1907,Idaho,-114.613,44.3509
New Mexico,Idaho,in-mover,517,New Mexico,-106.1126,34.4071,Idaho,-114.613,44.3509
New Mexico,Idaho,out-mover,595,New Mexico,-106.1126,34.4071,Idaho,-114.613,44.3509
New York,Idaho,in-mover,458,New York,-75.5268,42.9538,Idaho,-114.613,44.3509
New York,Idaho,out-mover,1082,New York,-75.5268,42.9538,Idaho,-114.613,44.3509
North Carolina,Idaho,in-mover,563,North Carolina,-79.3877,35.5557,Idaho,-114.613,44.3509
North Carolina,Idaho,out-mover,1102,North Carolina,-79.3877,35.5557,Idaho,-114.613,44.3509
North Dakota,Idaho,in-mover,414,North Dakota,-100.4659,47.4501,Idaho,-114.613,44.3509
North Dakota,Idaho,out-mover,776,North Dakota,-100.4659,47.4501,Idaho,-114.613,44.3509
Ohio,Idaho,in-mover,270,Ohio,-82.7937,40.2862,Idaho,-114.613,44.3509
Ohio,Idaho,out-mover,367,Ohio,-82.7937,40.2862,Idaho,-114.613,44.3509
Oklahoma,Idaho,in-mover,379,Oklahoma,-97.4943,35.5889,Idaho,-114.613,44.3509
Oklahoma,Idaho,out-mover,734,Oklahoma,-97.4943,35.5889,Idaho,-114.613,44.3509
Oregon,Idaho,in-mover,5353,Oregon,-120.5583,43.9336,Idaho,-114.613,44.3509
Oregon,Idaho,out-mover,5260,Oregon,-120.5583,43.9336,Idaho,-114.613,44.3509
Pennsylvania,Idaho,in-mover,449,Pennsylvania,-77.7996,40.8781,Idaho,-114.613,44.3509
Pennsylvania,Idaho,out-mover,690,Pennsylvania,-77.7996,40.8781,Idaho,-114.613,44.3509
Puerto Rico,Idaho,in-mover,53,Puerto Rico,-66.43,18.222,Idaho,-114.613,44.3509
Puerto Rico,Idaho,out-mover,166,Puerto Rico,-66.43,18.222,Idaho,-114.613,44.3509
Rhode Island,Idaho,in-mover,64,Rhode Island,-71.5562,41.6762,Idaho,-114.613,44.3509
